compte_courant,historique_credit,epargne,anciennete_emploi,patrimoine,logement,autres_credits,objet_credit,situation_familiale,age,montant_credit,duree_mois,taux_effort,anciennete_logement,nb_credits_en_cours,personnes_a_charge,defaut
pas de compte,tous rembourses,pas d epargne,1 a 4 ans,assurance vie,proprietaire,aucun,voiture neuve,marie,46,5661,9,1,4,1,1,1
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,aucun,proprietaire,aucun,equipement maison,celibataire,22,1189,20,2,2,1,2,0
0 a 200 euros,tous rembourses,moins de 100 euros,moins de 1 an,voiture,proprietaire,aucun,tv hifi,divorce,36,1012,13,4,4,2,0,1
pas de compte,credits en cours ok,plus de 1000 euros,moins de 1 an,voiture,proprietaire,aucun,equipement maison,celibataire,42,1100,9,4,4,1,0,0
solde negatif,retards passes,pas d epargne,1 a 4 ans,voiture,proprietaire,aucun,equipement maison,celibataire,26,6379,8,2,1,1,1,0
pas de compte,retards passes,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,equipement maison,marie,19,1646,11,1,4,2,1,0
solde negatif,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,tv hifi,celibataire,29,991,27,1,4,1,2,1
solde negatif,tous rembourses,moins de 100 euros,moins de 1 an,aucun,locataire,aucun,formation,divorce,35,1789,25,4,4,1,0,1
0 a 200 euros,tous rembourses,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,credit dans une autre banque,voiture neuve,divorce,31,2055,10,4,2,1,0,1
pas de compte,tous rembourses,moins de 100 euros,moins de 1 an,voiture,loge gratuitement,aucun,equipement maison,celibataire,28,2961,15,3,3,1,0,1
pas de compte,credits en cours ok,pas d epargne,sans emploi,aucun,proprietaire,aucun,voiture neuve,divorce,45,2924,31,4,1,1,0,1
pas de compte,credits en cours ok,moins de 100 euros,4 a 7 ans,voiture,proprietaire,credit dans une autre banque,tv hifi,marie,50,1344,15,4,2,1,0,0
0 a 200 euros,credits en cours ok,moins de 100 euros,4 a 7 ans,voiture,locataire,aucun,tv hifi,divorce,49,3998,38,4,1,1,0,1
0 a 200 euros,credits en cours ok,moins de 100 euros,moins de 1 an,voiture,proprietaire,aucun,business,celibataire,40,1540,56,1,3,2,0,1
solde negatif,credits en cours ok,500 a 1000 euros,1 a 4 ans,aucun,proprietaire,credit dans une autre banque,voiture occasion,marie,42,2181,11,2,4,1,0,1
solde negatif,retards passes,100 a 500 euros,sans emploi,assurance vie,locataire,aucun,business,celibataire,25,4002,12,1,2,2,2,0
solde negatif,credits en cours ok,moins de 100 euros,plus de 7 ans,immobilier,locataire,aucun,voiture neuve,divorce,33,1537,41,4,3,1,0,1
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,tv hifi,celibataire,35,1620,15,4,2,2,0,0
0 a 200 euros,tous rembourses,moins de 100 euros,moins de 1 an,voiture,proprietaire,credit dans une autre banque,voiture neuve,marie,38,3737,32,4,1,1,2,1
solde negatif,aucun credit,500 a 1000 euros,1 a 4 ans,assurance vie,locataire,aucun,etudes,celibataire,38,1316,21,1,3,1,1,1
pas de compte,tous rembourses,moins de 100 euros,plus de 7 ans,voiture,proprietaire,aucun,tv hifi,celibataire,35,1850,16,2,1,2,1,0
solde negatif,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,tv hifi,marie,40,3641,27,2,3,1,1,1
pas de compte,credits en cours ok,100 a 500 euros,1 a 4 ans,voiture,proprietaire,aucun,reparations,divorce,37,10710,42,4,1,1,1,0
pas de compte,credits en cours ok,moins de 100 euros,sans emploi,immobilier,proprietaire,aucun,voiture neuve,marie,37,3774,35,2,1,1,2,1
0 a 200 euros,tous rembourses,100 a 500 euros,sans emploi,voiture,proprietaire,aucun,voiture neuve,divorce,27,3430,18,1,3,2,1,0
pas de compte,retards passes,moins de 100 euros,4 a 7 ans,voiture,proprietaire,aucun,etudes,celibataire,23,3577,21,4,4,1,2,0
solde negatif,credits en cours ok,moins de 100 euros,1 a 4 ans,immobilier,loge gratuitement,aucun,voiture occasion,marie,38,1127,32,2,1,1,0,1
pas de compte,tous rembourses,moins de 100 euros,sans emploi,assurance vie,proprietaire,aucun,voiture neuve,marie,30,2652,22,3,3,1,0,0
pas de compte,credits en cours ok,plus de 1000 euros,4 a 7 ans,voiture,proprietaire,aucun,equipement maison,celibataire,27,2389,45,1,4,1,2,0
pas de compte,credits en cours ok,100 a 500 euros,sans emploi,assurance vie,proprietaire,aucun,tv hifi,marie,43,3076,4,4,4,1,0,0
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,immobilier,loge gratuitement,credit dans une autre banque,voiture neuve,marie,34,2654,12,4,2,1,2,0
0 a 200 euros,credits en cours ok,moins de 100 euros,1 a 4 ans,aucun,loge gratuitement,aucun,voiture occasion,marie,53,3208,25,4,4,1,0,1
pas de compte,credits en cours ok,moins de 100 euros,sans emploi,voiture,locataire,aucun,voiture neuve,marie,41,1950,14,3,4,1,0,0
solde negatif,credits en cours ok,500 a 1000 euros,4 a 7 ans,aucun,loge gratuitement,aucun,equipement maison,marie,26,2546,43,4,1,2,2,1
solde negatif,defauts passes,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,etudes,celibataire,43,1008,12,4,4,2,0,0
solde negatif,defauts passes,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,autre,celibataire,39,1938,20,4,4,2,2,0
0 a 200 euros,tous rembourses,pas d epargne,1 a 4 ans,aucun,proprietaire,aucun,tv hifi,marie,26,6644,11,4,4,1,2,1
0 a 200 euros,credits en cours ok,moins de 100 euros,1 a 4 ans,voiture,proprietaire,credit dans une autre banque,voiture neuve,celibataire,28,3070,18,2,4,2,2,1
pas de compte,credits en cours ok,moins de 100 euros,4 a 7 ans,voiture,proprietaire,aucun,formation,celibataire,42,2404,5,2,4,1,0,0
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,immobilier,proprietaire,aucun,tv hifi,marie,19,9559,7,1,4,3,1,0
pas de compte,tous rembourses,pas d epargne,plus de 7 ans,assurance vie,loge gratuitement,aucun,voiture neuve,marie,19,916,55,4,4,1,2,0
solde negatif,credits en cours ok,100 a 500 euros,1 a 4 ans,immobilier,locataire,aucun,business,celibataire,36,1098,19,4,4,1,1,0
pas de compte,credits en cours ok,pas d epargne,1 a 4 ans,immobilier,locataire,aucun,tv hifi,marie,35,8376,15,4,4,1,1,0
solde negatif,tous rembourses,moins de 100 euros,sans emploi,immobilier,proprietaire,aucun,tv hifi,marie,37,2523,9,2,2,1,2,1
solde negatif,tous rembourses,plus de 1000 euros,1 a 4 ans,immobilier,proprietaire,credit dans une autre banque,tv hifi,celibataire,35,2049,10,3,2,2,1,1
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,aucun,proprietaire,aucun,voiture neuve,marie,40,1029,51,2,4,2,2,0
0 a 200 euros,tous rembourses,moins de 100 euros,plus de 7 ans,immobilier,locataire,aucun,voiture neuve,marie,51,3369,20,4,1,3,0,1
pas de compte,credits en cours ok,moins de 100 euros,moins de 1 an,voiture,loge gratuitement,aucun,tv hifi,marie,34,3612,35,2,4,1,0,1
pas de compte,credits en cours ok,100 a 500 euros,moins de 1 an,voiture,locataire,aucun,voiture neuve,marie,20,1110,4,4,4,1,0,0
0 a 200 euros,credits en cours ok,moins de 100 euros,plus de 7 ans,voiture,locataire,aucun,equipement maison,celibataire,19,2206,13,2,4,1,0,0
solde negatif,retards passes,plus de 1000 euros,plus de 7 ans,immobilier,locataire,aucun,tv hifi,marie,30,1917,47,2,4,3,1,0
0 a 200 euros,tous rembourses,pas d epargne,moins de 1 an,voiture,proprietaire,aucun,tv hifi,celibataire,31,2935,13,4,4,1,0,1
solde negatif,credits en cours ok,moins de 100 euros,1 a 4 ans,voiture,loge gratuitement,aucun,equipement maison,veuf,22,1090,9,3,1,2,2,0
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,voiture,proprietaire,credit dans un magasin,electromenager,divorce,19,6011,24,1,4,1,0,0
0 a 200 euros,tous rembourses,100 a 500 euros,plus de 7 ans,voiture,proprietaire,credit dans une autre banque,reparations,marie,30,4719,6,3,2,1,0,1
0 a 200 euros,tous rembourses,pas d epargne,moins de 1 an,aucun,locataire,aucun,tv hifi,celibataire,58,1879,5,1,3,2,0,0
0 a 200 euros,credits en cours ok,100 a 500 euros,moins de 1 an,voiture,proprietaire,aucun,voiture neuve,celibataire,39,2088,43,4,2,1,0,0
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,voiture occasion,celibataire,38,2212,11,4,2,1,0,0
solde negatif,credits en cours ok,moins de 100 euros,sans emploi,voiture,proprietaire,credit dans une autre banque,voiture occasion,marie,32,1394,27,2,2,1,0,0
pas de compte,tous rembourses,pas d epargne,1 a 4 ans,immobilier,locataire,aucun,voiture neuve,celibataire,30,1774,52,4,2,2,1,0
pas de compte,credits en cours ok,100 a 500 euros,1 a 4 ans,aucun,proprietaire,aucun,voiture occasion,marie,40,2009,19,1,4,1,0,0
0 a 200 euros,aucun credit,pas d epargne,1 a 4 ans,immobilier,proprietaire,aucun,voiture neuve,celibataire,22,7795,26,4,4,1,0,1
pas de compte,retards passes,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,equipement maison,veuf,63,4825,5,4,2,1,1,0
plus de 200 euros,retards passes,moins de 100 euros,1 a 4 ans,voiture,proprietaire,aucun,formation,celibataire,23,4784,11,4,2,1,0,0
solde negatif,credits en cours ok,100 a 500 euros,moins de 1 an,voiture,locataire,aucun,voiture neuve,divorce,41,3185,47,2,4,1,0,1
